ido_word,esperanto_word,in_current_dict
Eisernes Kreuz,Fera Kruco,False
Ekrem İmamoğlu,Ekrem İmamoğlu,False
El Ayune,Ajuno,False
El Carrascalejo,El Carrascalejo,False
El Escorial,Monaĥejo de El Escorial,False
El Greco,El Greco,False
El Royo,El Royo,False
Eleanor Roosevelt,Eleanor Roosevelt,False
Electronic Arts,Electronic Arts,False
Eleftherios Venizelos,Eleftherios Venizelos,False
Elfriede Jelinek,Elfriede Jelinek,False
"Elgin, Illinois",Elgin (Usono),False
Elia Kazan,Elia Kazan,False
Elias Canetti,Elias Canetti,False
Elias Lönnrot,Elias Lönnrot,False
Elie Wiesel,Elie Wiesel,False
Elihu Root,Elihu Root,False
Elijah Wood,Elijah Wood,False
Elinor Ostrom,Elinor Ostrom,False
Elis Regina,Elis Regina,False
Elisabeth Kübler-Ross,Elisabeth Kübler-Ross,False
Elisabeth Shue,Elisabeth Shue,False
Elisha Cuthbert,Elisha Cuthbert,False
Elizabeth Bishop,Elizabeth Bishop,False
Elizabeth Bowes-Lyon,Elizabeth Bowes-Lyon,False
Elizabeth Taylor,Elizabeth Taylor,False
Ella Fitzgerald,Ella Fitzgerald,False
Ellen DeGeneres,Ellen DeGeneres,False
Elliot Page,Elliot Page,False
Elon Musk,Elon Musk,False
Eloy Alfaro,Eloy Alfaro,False
Elton John,Elton John,False
Elvira Lindo,Elvira Lindo,False
Elvis Presley,Elvis Presley,False
Emanuel Lasker,Emanuel Lasker,False
Emese Szász,Emese Szász,False
Emil Boc,Emil Boc,False
Emil Cioran,Emil Cioran,False
Emil Constantinescu,Emil Constantinescu,False
Emil Hácha,Emil Hácha,False
Emil Nolde,Emil Nolde,False
Emil Zátopek,Emil Zátopek,False
Emilia Mernes,Emilia Mernes,False
Emiliano Zapata,Emiliano Zapata,False
Emilio Aguinaldo,Emilio Aguinaldo,False
Emilio Colombo,Emilio Colombo,False
Emilio Estevez,Emilio Estevez,False
Emily Blunt,Emily Blunt,False
Emily Brontë,Emily Brontë,False
Emily Dickinson,Emily Dickinson,False
Emir Kusturica,Emir Kusturica,False
Emirio Granada,Nazaria Granada Reĝlando,False
Emirio Kordoba,Emirlando de Kordovo,False
Emma Bunton,Emma Bunton,False
Emma Caulfield,Emma Caulfield,False
Emma Roberts,Emma Roberts,False
Emma Stone,Emma Stone,False
Emma Watson,Emma Watson,False
Emmanuel Macron,Emmanuel Macron,False
Emmanuelle Charpentier,Emmanuelle Charpentier,False
Emmy Rossum,Emmy Rossum,False
Engelbert Dollfuss,Engelbert Dollfuss,False
Enid Blyton,Enid Blyton,False
"Enid, Oklahoma",Enid (Oklahomo),False
Ennio Morricone,Ennio Morricone,False
Enrico Caruso,Enrico Caruso,False
Enrico Fermi,Enrico Fermi,False
Enrico Letta,Enrico Letta,False
Enrique Bolaños,Enrique Bolaños,False
Enrique Granados,Enrique Granados,False
Enrique Iglesias,Enrique Iglesias,False
Entrín Bajo,Entrín Bajo,False
Enver Hoxha,Enver Hoĝa,False
Enzo Ferrari,Enzo Ferrari,False
Epitácio Pessoa,Epitacio Pessoa,False
Equatorala Guinea,Ekvatora Gvineo,False
Eric Berne,Eric Berne,False
Eric Clapton,Eric Clapton,False
Eric Idle,Eric Idle,False
Eric Voegelin,Eric Voegelin,False
Erich Fromm,Erich Fromm,False
Erich Honecker,Erich Honecker,False
Erich Kästner,Erich Kästner,False
Erich Ludendorff,Erich Ludendorff,False
Erich Raeder,Erich Raeder,False
Erich Weferling,Erich Weferling,False
Erik Pérez,Erik Pérez,False
Erik Satie,Erik Satie,False
Erna Solberg,Erna Solberg,False
Ernest Borgnine,Ernest Borgnine,False
Ernest Dimnet,Ernest Dimnet,False
Ernest Hemingway,Ernest Hemingway,False
Ernest Lawrence,Ernest Orlando Lawrence,False
Ernest Renan,Ernest Renan,False
Ernest Rutherford,Ernest Rutherford,False
Ernest Shackleton,Ernest Shackleton,False
Ernest Shonekan,Ernest Shonekan,False
Ernest Walton,Ernest Walton,False
Ernesto Geisel,Ernesto Geisel,False
Ernesto Sabato,Ernesto Sábato,False
Ernst Heinkel,Ernst Heinkel,False
Ernst Jünger,Ernst Jünger,False
Ernst Kaltenbrunner,Ernst Kaltenbrunner,False
Ernst Mach,Ernst Mach,False
Ernst Ruska,Ernst Ruska,False
Ernst Streeruwitz,Ernst Streeruwitz,False
Ernő Dohnányi,Ernő Dohnányi,False
Eros Ramazzotti,Eros Ramazzotti,False
Errol Flynn,Errol Flynn,False
Erwin Rommel,Erwin Rommel,False
Erwin Schrödinger,Erwin Schrödinger,False
Erykah Badu,Erykah Badu,False
Esa Pakarinen,Esa Pakarinen,False
Esko Aho,Esko Aho,False
Esperanto Filmoj,Esperanto Filmoj,False
Espírito Santo,Espirito-Santo,False
Esquadro A,The A-Team,False
Estal Azia,Orienta Azio,False
Estal Europa,Orienta Eŭropo,False
Estal Germania,Orienta Germanio,False
Estal Mediteraneo,Orienta Mediteraneo,False
Estal Prusia,Orienta Prusio,False
Estal Slava,Orientslavaj lingvoj,False
Estal Timor,Orienta Timoro,False
Estal Trakia,Orienta Trakio,False
Estala Francia,Orientfranka imperio,False
Estala Germana,Orientĝermana lingvaro,False
Estala Yerusalem,Orienta Jerusalemo,False
Esther Duflo,Esther Duflo,False
Esther Williams,Esther Williams,False
"Estherville, Iowa",Estherville (Iovao),False
Ettore Scola,Ettore Scola,False
Ettore Sottsass,Ettore Sottsass,False
Eugene Cernan,Eugene Cernan,False
Eugene Wigner,Eugene Paul Wigner,False
"Eugene, Oregon",Eugene (Oregono),False
Eugenia Charles,Eugenia Charles,False
Eugenio Montale,Eugenio Montale,False
Eugène Boudin,Eugène Boudin,False
Eugène Delacroix,Eugène Delacroix,False
Eugène Ionesco,Eugène Ionesco,False
Eugène Scribe,Eugène Scribe,False
"Eureka, Illinois",Eureka (Ilinojso),False
"Eureka, Kalifornia",Eureka (Kalifornio),False
"Eureka, Kansas",Eureka (Kansaso),False
"Eureka, Missouri",Eureka (Misurio),False
Europan Akto,Unueca Eŭropa Akto,False
Europana Brodkast-Uniono,Eŭropa Unio de Radio kaj Televido,False
Europana Komisiono,Eŭropa Komisiono,False
Europana Komunitato,Eŭropa Komunumaro,False
Europana Konsilistaro,Eŭropa Konsilio,False
Europana Parlamento,Eŭropa Parlamento,False
Europana Uniono,Eŭropa Unio,False
Euskal Herria,Eŭskio,False
Eva Gabor,Éva Gábor,False
Eva Green,Eva Green,False
Eva Longoria,Eva Longoria,False
Eva Mendes,Eva Mendes,False
Eva Perón,Eva Perón,False
Evangeline Lilly,Evangeline Lilly,False
Evangelista Torricelli,Evangelista Torricelli,False
"Evanston, Illinois",Evanston,False
"Evansville, Indiana",Evansville,False
Evaristo Carvalho,Evaristo Carvalho,False
Evelyn Waugh,Evelyn Waugh,False
"Everly, Iowa",Everly (Iovao),False
Evo Morales,Evo Morales,False
Ewa Kopacz,Ewa Kopacz,False
Extermineyo Sobibor,Sobibor (koncentrejo),False
Extrem Oriento,Fora Oriento,False
Eyvind Johnson,Eyvind Johnson,False
Ezra Pound,Ezra Pound,False
Ezzatolah Entezami,Ezzatolah Entezami,False
Fabien Barthez,Fabien Barthez,False
Fabio Cannavaro,Fabio Cannavaro,False
Fabio Grosso,Fabio Grosso,False
Fabrizio Lora,Fabrizio Lora,False
Fahri Korutürk,Fahri Korutürk,False
"Fairbanks, Alaska",Fairbanks (Alasko),False
Familio Borgia,Borgia (familio),False
Familio Fugger,Fugger,False
Familio Guy,Family Guy,False
Fanny Cadeo,Fanny Cadeo,False
Farrah Fawcett,Farrah Fawcett,False
Fats Domino,Fats Domino,False
Faure Gnassingbé,Faure Gnassingbé,False
Faustin-Archange Touadéra,Faustin-Archange Touadéra,False
Faye Dunaway,Faye Dunaway,False
"Fayetteville, Arkansas",Fayetteville (Arkansaso),False
Federico Fellini,Federico Fellini,False
Federico Franco,Federico Franco,False
Federico Zuccari,Federico Zuccaro,False
Felipe Massa,Felipe Massa,False
Felix Bloch,Felix Bloch,False
Felix Mendelssohn,Felix Mendelssohn Bartholdy,False
Felix Wankel,Felix Wankel,False
Femke Halsema,Femke Halsema,False
Ferdinand Buisson,Ferdinand Buisson,False
Ferdinand Foch,Ferdinand Foch,False
Ferdinand Hodler,Ferdinand Hodler,False
Ferdinand Marcos,Ferdinand Marcos,False
Ferdinand Porsche,Ferdinand Porsche,False
Ferenc Gyurcsány,Ferenc Gyurcsány,False
Ferenc Joachim,Ferenc Joachim,False
Ferenc Krausz,Ferenc Krausz,False
Ferenc Kölcsey,Ferenc Kölcsey,False
Ferenc Lehár,Ferenc Lehár,False
Ferenc Mádl,Ferenc Mádl,False
Ferenc Nagy,Ferenc Nagy (politikisto),False
Ferenc Németh,Ferenc Németh,False
Ferenc Puskás,Ferenc Puskás (futbalisto),False
Ferenc Szálasi,Ferenc Szálasi,False
"Ferguson, Missouri",Ferguson (Misurio),False
"Feria, Badajoz",Feria (Badaĥozo),False
Fernand Khnopff,Fernand Khnopff,False
Fernand Léger,Fernand Léger,False
Fernanda Montenegro,Fernanda Montenegro,False
Fernanda Torres,Fernanda Torres,False
Fernando Alonso,Fernando Alonso,False
Fernando Arrabal,Fernando Arrabal,False
Fernando Botero,Fernando Botero,False
Fernando Lugo,Fernando Lugo,False
Fernando Pessoa,Fernando Pessoa,False
Fernando Tambroni-Armaroli,Fernando Tambroni,False
Fernando Torres,Fernando Torres,False
Ferruccio Busoni,Ferruccio Busoni,False
Fethullah Gülen,Fethullah Gülen,False
Fidel Castro,Fidel Castro,False
Fidjiana Hindi-linguo,Fiĝia hindia lingvo,False
Fido Bahaa,Bahaa Kredo,False
Filareto Kavernido,Filareto Kavernido,False
Filip Vujanović,Filip Vujanović,False
Filipe Nyusi,Filipe Nyusi,False
Filippino Lippi,Filippino Lippi,False
Filippo Brunelleschi,Filippo Brunelleschi,False
Filippo Lippi,Filippo Lippi,False
Fito Páez,Fito Páez,False
"Flagstaff, Arizona",Flagstaff (Arizono),False
Flava Rivero,Flava Rivero,False
Flavius Ricimer,Ricimero,False
Fleetwood Mac,Fleetwood Mac,False
"Flint, Michigan",Flinto (Miĉigano),False
Floriano Peixoto,Floriano Peixoto,False
Fluvio Amur,Amuro,False
Fluvio Columbia,Kolumbio (rivero),False
Fluvio Daugava,Daŭgavo,False
Fluvio Dnepr,Dnepro,False
Fluvio Dnister,Dnestro,False
Fluvio Doce,Dolĉa Rivero,False
Fluvio Don,Don (rivero),False
Fluvio Durio,Doŭro,False
Fluvio Ebro,Ebro,False
Fluvio Gambia,Rivero Gambio,False
Fluvio Indus,Induso,False
Fluvio Kongo,Rivero Kongo,False
Fluvio Kuban,Kubanjo,False
Fluvio Lena,Leno (rivero),False
Fluvio Limpopo,Limpopo,False
Fluvio Loire,Luaro,False
Fluvio Mackenzie,Makenzio,False
Fluvio Magdalena,Magdalena (rivero),False
Fluvio Meuse,Mozo,False
Fluvio Minio,Minjo,False
Fluvio Mississippi,Misisipo,False
Fluvio Neman,Nemunas,False
Fluvio Neva,Nevo (rivero),False
Fluvio Nijer,Niĝero (rivero),False
Fluvio Ob,Obo,False
Fluvio Oder,Odro,False
Fluvio Orinoco,Orinoko,False
Fluvio Paraguay,Paragvajo (rivero),False
Fluvio Paraná,Parano,False
Fluvio Plata,Plata-Rivero,False
Fluvio Po,Pado,False
Fluvio Senegal,Senegalo (rivero),False
Fluvio Tago,Taĵo,False
Fluvio Tiber,Tibero,False
Fluvio Uruguay,Urugvajo (rivero),False
Fluvio Vistula,Vistulo,False
Fluvio Volta,Voltao (rivero),False
Fluvio Weser,Weser,False
Fluvio Yalu,Jalu,False
Fluvio Yenisei,Jenisejo,False
Fola Kavalo,Freneza Ĉevalo,False
Fonteno Trevi,Fontano Trevi,False
Fort Worth,Fort Worth,False
"Fortaleza, Ceará",Fortalezo,False
Fouad Mebazaa,Fouad Mebazaâ,False
Fra Angelico,Fra Angelico,False
Franca Guyana,Franca Gujano,False
Franca Polinezia,Franca Polinezio,False
France Gall,France Gall,False
France-Albert René,France-Albert René,False
Frances Arnold,Frances Arnold,False
Francesca Albanese,Francesca Albanese,False
Francesco Borromini,Francesco Borromini,False
Francesco Clemente,Francesco Clemente,False
Francesco Cossiga,Francesco Cossiga,False
Francesco Crispi,Francesco Crispi,False
Francesco Petrarca,Francesco Petrarca,False
Francesco Redi,Francesco Redi,False
Francesco Totti,Francesco Totti,False
Francis Bacon,Francis Bacon,False
Francis Crick,Francis Crick,False
Francis Drake,Francis Drake,False
Francis Galton,Francis Galton,False
Francis Picabia,Francis Picabia,False
Francis Poulenc,Francis Poulenc,False
Francis Younghusband,Francis Younghusband,False
Francisco Franco,Francisco Franco,False
Francisco Gavidia,Francisco Gavidia,False
Francisco Pizarro,Francisco Pizarro,False
Francisco Rabal,Francisco Rabal,False
Franck Ribéry,Franck Ribéry,False
Franco Nero,Franco Nero,False
Franco Zeffirelli,Franco Zeffirelli,False
Franjo Tuđman,Franjo Tuđman,False
Frank Auerbach,Frank Auerbach,False
Frank Bainimarama,Frank Bainimarama,False
Frank Kasper,Frank Kasper,False
Frank Lampard,Frank Lampard,False
Frank Rijkaard,Frank Rijkaard,False
Frank Sinatra,Frank Sinatra,False
Frank Stella,Frank Stella,False
Frank Wedekind,Frank Wedekind,False
Frank Wilczek,Frank Wilczek,False
Frank Zappa,Frank Zappa,False
Frank-Walter Steinmeier,Frank-Walter Steinmeier,False
"Frankfort, Kentucky",Frankfort (Kentukio),False
Franklin Pierce,Franklin Pierce,False
Frans Timmermans,Frans Timmermans,False
František Čelakovský,František Ladislav Čelakovský,False
Frantz Fanon,Frantz Fanon,False
Franz Beckenbauer,Franz Beckenbauer,False
Franz Boas,Franz Boas,False
Franz Bopp,Franz Bopp,False
Franz Doppler,Franz Doppler,False
Franz Grillparzer,Franz Grillparzer,False
Franz Jonas,Franz Jonas,False
Franz Kafka,Franz Kafka,False
Franz Liszt,Franz Liszt,False
Franz Marc,Franz Marc,False
Franz Schubert,Franz Schubert,False
Franz Vranitzky,Franz Vranitzky,False
François Arago,François Arago,False
François Boucher,François Boucher,False
François Bozizé,François Bozizé,False
François Duvalier,François Duvalier,False
François Englert,François Englert,False
François Fillon,François Fillon,False
François Hollande,François Hollande,False
François Hounsounou,François Hounsounou,False
François Jacob,François Jacob,False
François Mauriac,François Mauriac,False
François Mitterrand,François Mitterrand,False
François Rabelais,François Rabelais,False
François Tombalbaye,François Tombalbaye,False
François Truffaut,François Truffaut,False
François Viète,François Viète,False
Françoise Barré-Sinoussi,Françoise Barré-Sinoussi,False
Françoise Dolto,Françoise Dolto,False
Françoise Dorléac,Françoise Dorléac,False
Françoise Gilot,Françoise Gilot,False
Françoise Hardy,Françoise Hardy,False
Fratuli Grimm,Fratoj Grimm,False
Fratuli Marx,Fratoj Marx,False
Fratuli Montgolfier,Fratoj Montgolfier,False
Fratuli Wright,Fratoj Wright,False
Fred Astaire,Fred Astaire,False
Fred MacMurray,Fred MacMurray,False
Fred Sinowatz,Fred Sinowatz,False
Freddie Mercury,Freddie Mercury,False
Frederick Banting,Frederick Banting,False
Frederick Bodmer,Frederick Bodmer,False
Frederick Delius,Frederick Delius,False
Frederick Forsyth,Frederick Forsyth,False
Frederick Reines,Frederick Reines,False
Frederick Sanger,Frederick Sanger,False
Frederick Soddy,Frederick Soddy,False
Fredric Jameson,Fredric Jameson,False
Fredrik Bajer,Fredrik Bajer,False
Fredrik Reinfeldt,Fredrik Reinfeldt,False
Fredrika Runeberg,Fredrika Runeberg,False
Freestyle Script,Freestyle Script,False
Freida Pinto,Freida Pinto,False
Freundel Stuart,Freundel Stuart,False
Frida Kahlo,Frida Kahlo,False
Fridtjof Nansen,Fridtjof Nansen,False
Friedebert Tuglas,Friedebert Tuglas,False
Friedensreich Hundertwasser,Friedensreich Hundertwasser,False
Friedrich Barbarossa,Frederiko la 1-a (Sankta Romia Imperio),False
Friedrich Bergius,Friedrich Bergius,False
Friedrich Dürrenmatt,Friedrich Dürrenmatt,False
Friedrich Ebert,Friedrich Ebert,False
Friedrich Engels,Friedrich Engels,False
Friedrich Hayek,Friedrich August von Hayek,False
Friedrich Hegel,Hegelo,False
Friedrich Hölderlin,Friedrich Hölderlin,False
Friedrich Merz,Friedrich Merz,False
Friedrich Nietzsche,Friedrich Nietzsche,False
Friedrich Paulus,Friedrich Paulus,False
Friedrich Porzenheim,Friedrich Porzenheim,False
Friedrich Schiller,Friedrich Schiller,False
Frigyes Schulek,Frigyes Schulek,False
Fristaden Christiania,Christiania (civito),False
Fritjof Capra,Fritjof Capra,False
Frits Bolkestein,Frits Bolkestein,False
Frits Zernike,Frits Zernike,False
Fritz Haber,Fritz Haber,False
Fritz Lang,Fritz Lang,False
Fritz Sauckel,Fritz Sauckel,False
Fritz Zwicky,Fritz Zwicky,False
Friuli-Venezia Giulia,Friulo-Venecio Julia,False
Frua Kristanismo,Apero de kristanismo,False
Frédéric Chopin,Frédéric Chopin,False
Frédéric Joliot-Curie,Frédéric Joliot-Curie,False
Frédéric Mistral,Frédéric Mistral,False
Frédéric Passy,Frédéric Passy,False
Fulgencio Batista,Fulgencio Batista,False
Fábio Coentrão,Fábio Coentrão,False
Félicien Marceau,Félicien Marceau,False
Félix Faure,Félix Faure,False
Félix Houphouët-Boigny,Félix Houphouët-Boigny,False
Félix Tshisekedi,Félix Tshisekedi,False
Félix Vallotton,Félix Vallotton,False
Gabriel Attal,Gabriel Attal,False
Gabriel Batistuta,Gabriel Batistuta,False
Gabriel Benítez,Gabriel Benítez,False
Gabriel Fahrenheit,Gabriel Daniel Fahrenheit,False
Gabriel Fauré,Gabriel Fauré,False
Gabriel Jesus,Gabriel Jesus,False
Gabriel Lippmann,Gabriel Lippmann,False
Gabriel Matzneff,Gabriel Matzneff,False
Gabriel Narutowicz,Gabriel Narutowicz,False
Gabriel Terra,Gabriel Terra,False
Gabriela Adameșteanu,Gabriela Adameșteanu,False
Gabriela Mistral,Gabriela Mistral,False
Gaetano Donizetti,Gaetano Donizetti,False
"Gainesville, Florida",Gainesville (Florido),False
Gal Costa,Gal Costa,False
Galileo Galilei,Galilejo,False
"Gallipoli, Apulia",Gallipoli (Italio),False
Game Boy,Game Boy,False
Gao Xingjian,Gao Xingjian,False
Garbiñe Muguruza,Garbiñe Muguruza,False
Garret FitzGerald,Garret FitzGerald,False
Garry Marshall,Garry Marshall,False
Garry Shandling,Garry Shandling,False
Gary Cooper,Gary Cooper,False
Gary Lineker,Gary Lineker,False
Gary Oldman,Gary Oldman,False
Gary Ruvkun,Gary Ruvkun,False
Gary Sinise,Gary Sinise,False
"Gary, Indiana",Gary,False
Gaston Bachelard,Gaston Bachelard,False
Gaston Doumergue,Gaston Doumergue,False
Gaston Moch,Gaston Moch,False
Gaston Thorn,Gaston Thorn,False
Gavião Peixoto,Gavião Peixoto,False
Gavrilo Princip,Gavrilo Princip,False
Gediminas Kirkilas,Gediminas Kirkilas,False
Geena Davis,Geena Davis,False
Gena Rowlands,Gena Rowlands,False
Gene Hackman,Gene Hackman,False
Gene Kelly,Gene Kelly,False
Gene Krupa,Gene Krupa,False
Gene Roddenberry,Gene Roddenberry,False
Gene Tierney,Gene Tierney,False
Gene Vincent,Gene Vincent,False
Gene Wilder,Gene Wilder,False
Generaciono Beat,Beat-generacio,False
Generaciono X,X-Generacio,False
General Motors,General Motors,False
Gennaro Gattuso,Gennaro Gattuso,False
Geoffrey Chaucer,Geoffrey Chaucer,False
Georg Agricola,Georgo Agrikola,False
Georg Baselitz,Georg Baselitz,False
Georg Büchner,Georg Büchner,False
Georg Cantor,Georg Cantor,False
Georg Lukács,György Lukács,False
Georg Michaelis,Georg Michaelis,False
Georg Simmel,Georg Simmel,False
George Abela,George Abela,False
George Benson,George Benson,False
George Boole,George Boole,False
George Bush,George Bush,False
George Canning,George Canning,False
George Clooney,George Clooney,False
George Cukor,George Cukor,False
George Eastman,George Eastman,False
George Gamow,George Gamov,False
George Gershwin,George Gershwin,False
George Grosz,George Grosz,False
George Harrison,George Harrison,False
George Kennedy,George Kennedy,False
George Lucas,George Lucas,False
George Marshall,George Catlett Marshall,False
George Michael,George Michael,False
George Orwell,George Orwell,False
George Sand,George Sand,False
George Santayana,George Santayana,False
George Soros,George Soros,False
George Stephenson,George Stephenson,False
George Takei,George Takei,False
George Town,Georgurbo (Kajmaninsuloj),False
George Washington,George Washington,False
Georges Bizet,Georges Bizet,False
Georges Braque,Georges Braque,False
Georges Brassens,Georges Brassens,False
Georges Charpak,Georges Charpak,False
Georges Clemenceau,Georges Clemenceau,False
Georges Cuvier,Georges Cuvier,False
Georges Danton,Georges Danton,False
Georges Feydeau,Georges Feydeau,False
Georges Lautner,Georges Lautner,False
Georges Méliès,Georges Méliès,False
Georges Pompidou,Georges Pompidou,False
Georges Rouault,Georges Rouault,False
Georges Seurat,Georges Seurat,False
Georges Simenon,Georges Simenon,False
Georges Sorel,Georges Sorel,False
Georges-Eugène Haussmann,Georges Eugène Haussmann,False
"Georgetown, Guyana",Georgurbo (Gujano),False
Georgi Dimitrov,Georgij Dimitrov,False
Georgi Parvanov,Georgi Parvanov,False
Geraint Thomas,Geraint Thomas,False
Gerald Ford,Gerald Ford,False
Geraldine Page,Geraldine Page,False
Gerard Piqué,Gerard Piqué,False
Gerardus Mercator,Gerardus Mercator,False
Gerd Binnig,Gerd Binnig,False
Gerhard Domagk,Gerhard Domagk,False
Gerhard Ertl,Gerhard Ertl,False
Gerhard Richter,Gerhard Richter,False
Gerhard Schröder,Gerhard Schröder,False
Gerhart Hauptmann,Gerhart Hauptmann,False
Germana Ido-Societo,Germana Ido-Societo,False
Germana Imperio,Germana Imperiestra Regno,False
Gertrude Stein,Gertrude Stein,False
Gerty Cori,Gerty Theresa Cori,False
Getúlio Vargas,Getúlio Vargas,False
Gezahegne Abera,Gezahegne Abera,False
Gheorghe Gheorghiu-Dej,Gheorghe Gheorghiu-Dej,False
Giacomo Casanova,Giacomo Casanova,False
Giacomo Leopardi,Giacomo Leopardi,False
Giacomo Meazzini,Giacomo Meazzini,False
Giacomo Puccini,Giacomo Puccini,False
Giambattista Vico,Giambattista Vico,False
Gianfrancesco Guarnieri,Gianfrancesco Guarnieri,False
Gianluca Zambrotta,Gianluca Zambrotta,False
Gianluigi Buffon,Gianluigi Buffon,False
Gianni Rodari,Gianni Rodari,False
Gianni Versace,Gianni Versace,False
Gigi Proietti,Gigi Proietti,False
Gilbert Gottfried,Gilbert Gottfried,False
"Gilbert, Arizona",Gilbert (Arizono),False
Gilberto Gil,Gilberto Gil,False
Gilles Deleuze,Gilles Deleuze,False
Gillian Anderson,Gillian Anderson,False
Gina Lollobrigida,Gina Lollobrigida,False
Ginger Rogers,Ginger Rogers,False
Gino Severini,Gino Severini,False
Gioachino Rossini,Gioachino Rossini,False
Giordano Bruno,Giordano Bruno,False
Giorgi Margvelashvili,Giorgi Margvelaŝvili,False
Giorgia Meloni,Giorgia Meloni,False
Giorgio Armani,Giorgio Armani,False
Giorgio Napolitano,Giorgio Napolitano,False
Giorgio Vasari,Giorgio Vasari,False
Giorgos Seferis,Giorgos Seferis,False
Giosuè Carducci,Giosuè Carducci,False
Giovanni Bellini,Giovanni Bellini,False
Giovanni Boccaccio,Giovanni Boccaccio,False
Giovanni Boldini,Giovanni Boldini,False
Giovanni Caboto,Giovanni Caboto,False
Giovanni Falcone,Giovanni Falcone,False
Giovanni Giolitti,Giovanni Giolitti,False
Giovanni Goria,Giovanni Goria,False
Giovanni Gronchi,Giovanni Gronchi,False
Giovanni Leone,Giovanni Leone,False
Giovanni Schiaparelli,Giovanni Schiaparelli,False
Giovanni Spadolini,Giovanni Spadolini,False
Girma Wolde-Giorgis,Girma Wolde-Giorgis,False
Gisele Bündchen,Gisele Bündchen,False
Gitanas Nausėda,Gitanas Nausėda,False
Giuliano Amato,Giuliano Amato,False
Giulio Andreotti,Giulio Andreotti,False
Giulio Natta,Giulio Natta,False
Giurtelecu Şimleului,Giurtelecu Șimleului,False
Giuseppe Arcimboldo,Giuseppe Arcimboldo,False
Giuseppe Conte,Giuseppe Conte,False
Giuseppe Garibaldi,Giuseppe Garibaldi,False
Giuseppe Mazzini,Giuseppe Mazzini,False
Giuseppe Peano,Giuseppe Peano,False
Giuseppe Pella,Giuseppe Pella,False
Giuseppe Piazzi,Giuseppe Piazzi,False
Giuseppe Saragat,Giuseppe Saragat,False
Giuseppe Ungaretti,Giuseppe Ungaretti,False
Giuseppe Verdi,Giuseppe Verdi,False
Gjorge Ivanov,Gjorge Ivanov,False
"Glasgow, Kentucky",Glasgow (Kentukio),False
Glenda Jackson,Glenda Jackson,False
"Glendale, Arizona",Glendale (Arizono),False
"Glendale, Kalifornia",Glendale (Kalifornio),False
Glenn Close,Glenn Close,False
Glenn Ford,Glenn Ford,False
Glenn Miller,Glenn Miller,False
Gloria Estefan,Gloria Estefan,False
Gloria Gaynor,Gloria Gaynor,False
Gloria Macapagal-Arroyo,Gloria Macapagal-Arroyo,False
Gloria Swanson,Gloria Swanson,False
Glorioza Revoluciono,Glora Revolucio,False
Gnassingbé Eyadéma,Gnassingbé Eyadéma,False
"Goiás, Goiás",Goiás (Gojaso),False
Golda Meir,Golda Meir,False
Golden Earring,Golden Earring,False
Goldie Hawn,Goldie Hawn,False
Golo Mann,Golo Mann,False
Gong Li,Gong Li,False
Gonzalo Higuaín,Gonzalo Higuaín,False
Gonçalo Neves,Gonçalo Neves,False
Goodluck Jonathan,Goodluck Jonathan,False
Google Chrome,Google Chrome,False
Google DeepMind,DeepMind,False
Goran Višnjić,Goran Višnjić,False
Gordana Siljanovska-Davkova,Gordana Siljanovska-Davkova,False
Gordon Brown,Gordon Brown,False
Gore Vidal,Gore Vidal,False
"Goshen, Indiana",Goshen (Indianio),False
Gottlieb Daimler,Gottlieb Daimler,False
Gottlob Frege,Gottlob Frege,False
Gough Whitlam,Gough Whitlam,False
Governador Valadares,Governador Valadares,False
Gracchus Babeuf,François-Noël Babeuf,False
Grace Jones,Grace Jones,False
Grace Kelly,Grace Kelly,False
Grado Celsius,Grado de Celsio,False
Grado Fahrenheit,Grado farenhejta,False
Grado Kelvin,Kelvino,False
Graham Chapman,Graham Chapman,False
Graham Greene,Graham Greene (verkisto),False
Granda Apostateso,Granda Apostateco,False
Granda Kolumbia,Granda Kolombio,False
Granda Koralio-barilo,Granda Barilrifo,False
Granda Lagi,Grandaj Lagoj (Nordameriko),False
Granda Planaji,Nordamerikaj Grandaj Ebenaĵoj,False
Granda Ravinego,Granda Kanjono,False
Granda Rumania,Granda Rumanio,False
Granda Sudbury,Granda Sudbury,False
Grandadukio Lituania,Grandduklando Litovio,False
Grandadukio Moskva,Grandprinclando Moskvo,False
Grande Armée,Grande Armée,False
"Grangeville, Idaho",Grangeville (Idaho),False
Grateful Dead,Grateful Dead,False
Grazia Deledda,Grazia Deledda,False
"Greensburg, Kansas",Greensburg (Kansaso),False
Greer Garson,Greer Garson,False
Gregor Mendel,Johann Gregor Mendel,False
Gregory Corso,Gregory Corso,False
Gregory Isaacs,Gregory Isaacs,False
Gregory Olsen,Gregory Olsen,False
Gregory Peck,Gregory Peck,False
Greta Garbo,Greta Garbo,False
Greta Thunberg,Greta Thunberg,False
Groucho Marx,Groucho Marx,False
Grover Cleveland,Grover Cleveland,False
Gubernio Minsk,Minska gubernio,False
Guglielmo Marconi,Guglielmo Marconi,False
Guido Cantelli,Guido Cantelli,False
Guillaume Apollinaire,Guillaume Apollinaire,False
Guillaume Soro,Guillaume Kigbafori Soro,False
Guillermo Lasso,Guillermo Lasso,False
Guimarães Rosa,Guimarães Rosa,False
Gulzarilal Nanda,Gulzarilal Nanda,False
Gunnar Björnstrand,Gunnar Björnstrand,False
