ido_word,esperanto_word,in_current_dict
Dravidana linguaro,Dravida lingvaro,False
Dublin,Dublino,False
Duesma mondomilito,Dua Mondmilito,False
Dunedin,Dunedin,False
Duopla stelo,Duopa stelo,False
Egea maro,Egea maro,False
Egipta mitologio,Egipta Mitologio,False
Egiptiana hieroglifi,Egiptaj hieroglifoj,False
Egiptiana kalendario,Egipta kalendaro,False
Ekleziala muziko,Eklezia muziko,False
Elektra charjo,Elektra ŝargo,False
Elektra feldo,Elektra kampo,False
Elektra konduktivo,Elektra konduktivo,False
Elektra korento,Elektra kurento,False
Elektral energio,Elektra energio,False
Elektrala mashino,Elektromotoro,False
Elektrala rezistiveso,Elektra rezistanco,False
Elektrala telegrafilo,Elektra telegrafo,False
Elektromagnetala feldo,Elektromagneta kampo,False
Elektromagnetik interago,Elektromagneta forto,False
Elektronala lektilo,Elektronika librolegilo,False
Elektronala libro,Bitlibro,False
Elektronala sigareto,Elektronika cigaredo,False
Elektronikala cirkuito,Elektronika cirkvito,False
Elektronikala komerco,Retkomerco,False
Enec linguo,Eneca lingvo,False
Ensembli desjuntanta,Disaj aroj,False
Ensemblo vakua,Malplena aro,False
Epifron,Epifrono,False
Equador,Ekvadoro,False
Equatorala klimato,Ekvatora klimato,False
Equitatoza komerco,Justa komerco,False
Eratostenana sivo,Kribrilo de Eratosteno,False
Escherichia coli,Kojlobacilo,False
Esencatra oleo,Vegetaĵa esenco,False
Estoniana linguo,Estona lingvo,False
Etnala konflikto,Etna konflikto,False
Euklidana disto,Eŭklida distanco,False
Euklidana geometrio,Eŭklida geometrio,False
Euklidana spaco,Eŭklida spaco,False
Euraziana stepo,Eŭrazia Stepo,False
Europana nacionalismo,Eŭropa naciismo,False
Euskara batua,Euskara batua,False
Evolucionala psikologio,Evolua psikologio,False
Exakta cienci,Ekzaktaj sciencoj,False
Exokalorala reakto,Ekzoterma reakcio,False
Extraktiva metalurgio,Elprena metalurgio,False
Extrema dextro,Dekstra ekstremismo,False
Extremadurana linguo,Ekstremadura lingvovario,False
Faerana linguo,Feroa lingvo,False
Faeton,Faetono,False
Falsa amiko,Falsaj amikoj,False
Falva strigo,Arbarstrigo,False
Familiara dicajo,Konversacia lingvo,False
Feala rakonto,Fabelo,False
Femme fatale,Fatala virino,False
Fera kurteno,Fera Kurteno,False
Fervoyala transportado,Rela transporto,False
Fidjiana linguo,Fiĝia lingvo,False
Filmo nigra,Nigra filmo,False
Financala merkato,Financa merkato,False
Financala yaro,Financa jaro,False
Finlandana linguo,Finna lingvo,False
Fiskal austereso,Severŝparado,False
Fizikala lego,Fizika leĝo,False
Fizikala quanteso,Fizika grando,False
Flava febro,Flava febro,False
Foie gras,Grashepataĵo,False
Forestala explotado,Arbarekspluatado,False
Formala cienci,Formalaj sciencoj,False
Formala gramatiko,Formala gramatiko,False
Formala linguo,Formala lingvo,False
Fortunoza nombro,Feliĉa nombro,False
Fosila fuelo,Fosilia brulaĵo,False
Fraciono unitara,Ono,False
Franca linguo,Franca lingvo,False
Frenezioza komedio,Frenezkomedio,False
Friulana linguo,Friula lingvo,False
Friziana linguo,Frisa lingvaro,False
Fronto populala,Popola Fronto,False
Funcionanta sistemo,Operaciumo,False
Funciono injektiva,Disĵeto,False
Fundamental interago,Fundamenta forto,False
Gabon,Gabono,False
Galaxiala grupo,Galaksiamaso,False
Galiana linguo,Gaŭla lingvo,False
Galisiana linguo,Galega lingvo,False
Gaskoniana linguo,Gaskona lingvo,False
Generala kirurgio,Ĝenerala kirurgio,False
Generala relativeso,Ĝenerala teorio de relativeco,False
Genral identeso,Genra identeco,False
Geologiala ciklo,Cirkulado de la rokaĵoj,False
Geometriala figuro,Geometria figuro,False
Geometriala progresiono,Geometria vico,False
Germana kavalieri,Ordeno de germanaj kavaliroj,False
Germanala lingui,Ĝermana lingvaro,False
Germanala populi,Ĝermanoj,False
Germaniana linguo,Germana lingvo,False
Giganta tukano,Tokoa tukano,False
Glia celulo,Glia ĉelo,False
Globala koldigo,Tutmonda malvarmiĝo,False
Globala varmesko,Tutmonda varmiĝo,False
Gotik arkitekturo,Gotika arkitekturo,False
Gotika linguo,Gota lingvo,False
Grafiko dudimensiona,Dudimensia komputila grafiko,False
Grafiko rastrala,Rastruma bildo,False
Grafiko tridimensiona,Tridimensia komputila grafiko,False
Grafiko vektorala,Vektora bildo,False
Granda purigo,Granda purigo,False
Gregoriala kalendario,Gregoria kalendaro,False
Greka alfabeto,Greka alfabeto,False
Greka linguo,Greka lingvo,False
Greka mitologio,Helena mitologio,False
Greka tragedio,Helena tragedio,False
Gruziana linguo,Kartvela lingvo,False
Guilin,Gujlin,False
Habeas corpus,Habeas corpus,False
Hafez,Hafizo,False
Hair,Hair,False
Haitiana kreolo,Haitia kreola lingvo,False
Halucinigiva drogo,Halucinogeno,False
Halucinigiva fungo,Psilocibina fungo,False
Hanti linguo,Ĥanta lingvo,False
Harbin,Harbino,False
Harda disko,Diskaparato,False
Hebrea kalendario,Hebrea kalendaro,False
Hebrea linguo,Hebrea lingvo,False
Hektor,Hektoro,False
Heraklion,Iraklio,False
Hidroelektrala energio,Hidroelektro,False
Higgs bosono,Bosono de Higgs,False
Hiperbolala geometrio,Hiperbola geometrio,False
Hippomedon,Hipomedono,False
Hispana mararmeo,Nevenkebla Mararmeo,False
Hispaniana literaturo,Hispana literaturo,False
Hispanlingua literaturo,Hispanlingva literaturo,False
Holodomor,Holodomoro,False
Homala cienci,Homa scienco,False
Homala korpo,Homa korpo,False
Homala raso,Raso,False
Homala skeleto,Homa skeleto,False
Homala yuri,Homaj rajtoj,False
Homeosexuala mariajo,Samseksaj edzeco kaj edzineco,False
Homo erectus,Homo erectus,False
Homo habilis,Homo habilis,False
Homo neanderthalensis,Neandertala homo,False
Horala zono,Horzono,False
Hrisaor,Ĥrisaoro,False
Humanoidala roboto,Humanoida roboto,False
Hungara linguo,Hungara lingvo,False
Ibera linco,Iberia linko,False
Idala revui,Revuoj en Ido,False
Idmon,Idmono,False
Ido reformita,Ido reformita,False
Imaginara nombro,Imaginara nombro,False
Imaginara unajo,Imaginara unuo,False
Imperativa programifo,Ordonema programado,False
Imperita paro,Ordita duopo,False
Incheon,Inĉono,False
Indijena populi,Indiĝenaj popoloj,False
Indoneziana linguo,Indonezia lingvo,False
Informala sistemo,Informa sistemo,False
Informala teknologio,Informa teknologio,False
Informatikala kemio,Komputika kemio,False
Informatikala linguistiko,Komputa lingvoscienco,False
Ingriana linguo,Iĵora lingvo,False
Inklinita plano,Dekliva ebenaĵo,False
Integrigita cirkuito,Integra cirkvito,False
Intergluteal fendego,Interglutea sulko,False
Intermilitala periodo,Intermilita periodo,False
Interna medicino,Interna medicino,False
Interna milito,Interna milito,False
Internacion aqui,Internacia maro,False
Internacion organizuro,Internacia organizaĵo,False
Internaciona dio,Internacia tago,False
Internaciona legaro,Internacia juro,False
Internaciona linguo,Mondlingvo,False
Internaciona relati,Internaciaj rilatoj,False
Interretala forumo,Retforumo,False
Interretala protokolo,IP,False
Interretala servado,Retservo,False
Iranana lingui,Irana lingvaro,False
Irlandana linguo,Irlanda lingvo,False
Islamala kalendario,Islama kalendaro,False
Islandana linguo,Islanda lingvo,False
Italian unigo,Unuiĝo de Italio,False
Italiana linguo,Itala lingvo,False
Italika lingui,Italika lingvaro,False
Ixion,Iksiono,False
Januara revolto,Januara Ribelo,False
Japoniana linguo,Japana lingvo,False
Jason,Jazono,False
Jeanneke pis,Jeanneke Pis,False
Joseon,Joseon-Dinastio,False
Juda filozofio,Juda filozofio,False
Judiciala persono,Jura persono,False
Judiciala povo,Justica povo,False
Juliala kalendario,Julia kalendaro,False
Kadavro bonega,Rava kadavro,False
Kalendario azteka,Azteka kalendaro,False
Kalorala regulado,Termoregulado,False
Kalorala transfero,Varmotransdono,False
Kaloro kambiilo,Varmointerŝanĝilo,False
Kaloro mashino,Termika motoro,False
Kanadana linco,Kanada linko,False
Kanarezo linguo,Kanara lingvo,False
Kanonala yuro,Kanona juro,False
Kardinala nombro,Kardinala nombro,False
Kardinala punti,Kompasdirektoj,False
Kardiovaskulala kirurgio,Korĥirurgio,False
Kareliana linguo,Karela lingvo,False
Karteziana produto,Kartezia produto,False
Kashubana linguo,Kaŝuba lingvo,False
Kastiliana linguo,Hispana lingvo,False
Kataluniana linguo,Kataluna lingvo,False
Kataluniana nacionalismo,Kataluna naciismo,False
Katolik eklezio,Katolika Eklezio,False
Katolika liturgio,Katolika liturgio,False
Katolika teologio,Katolika teologio,False
Kelta lingui,Kelta lingvaro,False
Kemial armo,Kemia armilo,False
Kemial elemento,Kemia elemento,False
Kemiala equilibro,Kemia ekvilibro,False
Kemiala formulo,Kemia formulo,False
Kemiala kompozuro,Kemia kombinaĵo,False
Kemiala ligilo,Kemia ligo,False
Kemiala reakto,Kemia reakcio,False
Killection,Killection,False
Kingston,Kingstono,False
Kiribatana linguo,Kiribata lingvo,False
Kirila alfabeto,Cirila alfabeto,False
Klasik antiqueso,Grek-romia antikvo,False
Klasika elementi,Klasikaj elementoj,False
Klasika mekaniko,Klasika mekaniko,False
Klasika studii,Klasikaj studoj,False
Klimado sportala,Sporta grimpado,False
Koibalana linguo,Koibala dialekto,False
Kokleal implantajo,Koklea enplanto,False
Kolda guto,Malvarma guto,False
Kolda milito,Malvarma milito,False
Komercala chambro,Komerca ĉambro,False
Komercala milito,Komerca milito,False
Komisala teritorii,Mandato de la Ligo de Nacioj,False
Komplexa nombro,Kompleksa nombro,False
Komplexa plano,Kompleksa ebeno,False
Kompozita nombro,Komponita nombro,False
Komputeral injeniorarto,Komputada inĝenierarto,False
Komputerala grafiko,Komputila grafiko,False
Komputerala programifado,Programado,False
Komputerala reto,Komputila reto,False
Komputerala simulo,Komputilsimulado,False
Komuna merkato,Komuna merkato,False
Komunikala kanalo,Komunika kanalo,False
Komunikala protokolo,Ret-komunika protokolo,False
Komunista simbolismo,Komunisma simbolaro,False
Konceptal arto,Koncepta arto,False
Kondutala genetiko,Konduta genetiko,False
Konioforma skripturo,Kojnoskribo,False
Konocala cienco,Kognoscienco,False
Konstanta funciono,Konstanta funkcio,False
Konstanta revelado,Konstanta revelacio,False
Konstitucala monarkio,Konstitucia monarkio,False
Konstruktita linguo,Konstruita lingvo,False
Kontinentala blokuso,Kontinenta Blokado,False
Kontinentala kongreso,Kontinenta Kongreso,False
Kontinua funciono,Kontinua funkcio,False
Kontinuo mekaniko,Kontinuaĵa mekaniko,False
Koordinatala sistemo,Koordinatsistemo,False
Kordofana lingui,Kordofana lingvaro,False
Koreana linguo,Korea lingvo,False
Korento alternanta,Alterna kurento,False
Koresponda shakoludo,Koresponda ŝako,False
Korlaka linguo,Siberia Finna lingvo,False
Kornwalana linguo,Kornvala lingvo,False
Korpo linguistiko,Korpusa lingvistiko,False
Kosmala polvo,Kosma polvo,False
Kosmala radiaco,Kosma radiado,False
Kreala mito,Mitoj pri kreo,False
Kremlin,Kremlo,False
Kreola linguo,Kreola lingvo,False
Kristalala strukturo,Kristala strukturo,False
Kroata linguo,Kroata lingvo,False
Kubana revoluciono,Kuba revolucio,False
Kulturala heredo,Kultura heredo,False
Kulturala studii,Kulturaj sciencoj,False
Kumbriana linguo,Kumbria lingvo,False
Kurasizita vehilo,Kirasaŭto,False
Kurda linguo,Kurda lingvaro,False
Kuroniana linguo,Kurona lingvo,False
Kushiana lingui,Kuŝida lingvaro,False
Kvena linguo,Kvena lingvo,False
Ladina linguo,Ladina lingvo,False
Laokoon,Laokoonto,False
Laomedon,Laomedono,False
Laplasal operacanto,Laplaca operatoro,False
Larja linguomodelo,Granda lingvomodelo,False
Lasta vesperomanjo,Lasta Vespermanĝo,False
Latenta kaloro,Latenta varmo,False
Latina alfabeto,Klasika latina alfabeto,False
Latina linguo,Latina lingvo,False
Latinida filologio,Romanistiko,False
Latinida linguo,Latinida lingvaro,False
Latviana linguo,Latva lingvo,False
Lego ciencala,Scienca leĝo,False
Leonana linguo,Leona lingvo,False
Lexington,Lexington,False
Libera merkato,Libera merkato,False
Libera programaro,Libera programaro,False
Libiana dezerto,Libia Dezerto,False
Limburgana linguo,Limburga lingvo,False
Limousin,Limoĝio,False
Lineal equaciono,Lineara ekvacio,False
Lineala funciono,Lineara funkcio,False
Lingua franca,Lingvafrankao,False
Lingual aranjeso,Lingvoplanado,False
Linguala ideologio,Lingva ideologio,False
Linguala yuri,Lingvaj rajtoj,False
Linguistiko komparata,Kompara lingvoscienco,False
Literaturala jenro,Literatura ĝenro,False
Literaturala verko,Literaturaj verkoj,False
Lituana linguo,Litova lingvo,False
Livoniana linguo,Livona lingvo,False
Logikala disjunciono,Logika aŭo,False
Logikala nego,Logika neo,False
Lokala reto,Loka reto,False
Lublin,Lublin,False
Luca dialekto,Luca dialekto,False
Ludiana linguo,Luda karela lingvo,False
Luxemburgiana linguo,Luksemburga lingvo,False
Luzon,Luzono,False
Lyon,Liono,False
Magiala quadrato,Magia kvadrato,False
Magnetala feldo,Magneta kampo,False
Makedoniana linguo,Makedona lingvo,False
Malayala linguo,Malajala lingvo,False
Maltana linguo,Malta lingvo,False
Manjebla salo,Salo,False
Manneken pis,Manneken Pis,False
Mansi linguo,Mansa lingvo,False
Manxana linguo,Manksa lingvo,False
Mapuche linguo,Mapuĉa lingvo,False
Marala nivelo,Marnivelo,False
Mastodon,Mastodon,False
Matematikala biologio,Matematika biologio,False
Matematikala fiziko,Matematika fiziko,False
Matematikala konstanto,Matematika konstanto,False
Matematikala logiko,Matematika logiko,False
Matematikala modelo,Matematika modelo,False
Materio obskura,Malluma materio,False
Mator linguo,Matora lingvo,False
Mazandarana linguo,Mazandarana lingvo,False
Medicinala skolo,Medicina fakultato,False
Medikala etiko,Medicina etiko,False
Medikala signo,Klinika signo,False
Mediteranea klimato,Mediteranea klimato,False
Mekanikala kalkulilo,Mekanika kalkulilo,False
Meklin,Meĥleno,False
Memnon,Memnono,False
Menton,Menton,False
Merkala linguo,Marklingvo,False
Meshchera linguo,Meŝĉera lingvo,False
Metamorfa roko,Metamorfa rokaĵo,False
Metrika spaco,Metrika spaco,False
Meudon,Meudon,False
Meza paleolitiko,Meza Paleolitiko,False
Mezepokala literaturo,Mezepoka literaturo,False
Milital aviacilo,Militaviadilo,False
Militala judicio,Militleĝo,False
Militala tanko,Tanko,False
Minoritata linguo,Minoritata lingvo,False
Minoritatala grupo,Malplimulto,False
Mitologiala biblioteko,Mitologia biblioteko,False
Modala logiko,Modala logiko,False
Modern arto,Moderna arto,False
Moderna pentatlo,Moderna pentatlono,False
Modulal aritmetiko,Modula aritmetiko,False
Moncton,Moncton,False
Mongola lingui,Mongola lingvaro,False
Mongola linguo,Mongola lingvo,False
Montenegrana linguo,Montenegra lingvo,False
Mormona bataliono,Mormona Bataliono,False
Mormona fundamentalismo,Mormona integrismo,False
Mormona kosmologio,Mormona kosmologio,False
Mormona pioniri,Mormonaj pioniroj,False
Mormona templo,Mormona templo,False
Mormona treko,Mormona Vojo,False
Muzikal instrumento,Muzika instrumento,False
Nacionala biblioteko,Nacia biblioteko,False
Nacionala ekonomio,Nacia ekonomio,False
Nacionala himno,Nacia himno,False
Napolitana linguo,Napola lingvo,False
Naturala cienci,Naturscienco,False
Naturala gaso,Tergaso,False
Naturala linguo,Natura lingvo,False
Naturala nombro,Natura nombro,False
Naturala persono,Fizika persono,False
Naturala satelito,Natura satelito,False
Naturala selektado,Natura selektado,False
Naturala yuro,Jurnaturalismo,False
Nauvoa legiono,Nauvoa Legio,False
Nedependanta laboristo,Sendependa kunlaboristo,False
Nederlandana linguo,Nederlanda lingvo,False
Neeuklidana geometrio,Neeŭklidaj geometrioj,False
Neneca linguo,Neneca lingvo,False
Neorganika kemio,Neorganika kemio,False
Nepali linguo,Nepala lingvo,False
Neracionala nombro,Neracionala nombro,False
Nestala parazito,Nestoparazitado,False
Neuruppin,Neuruppin,False
Nevarianta maso,Invarianta maso,False
Nganasan linguo,Nganasana lingvo,False
Nigra magio,Nigra magio,False
Nigra pesto,Nigra morto,False
Nitroz oxido,Ridgaso,False
Nivelacenso maraquala,Marnivela leviĝo,False
Nobla metalo,Nobla metalo,False
Nombral axo,Nombra akso,False
Norda polo,Norda poluso,False
Nordala mitologio,Nord-ĝermana mitologio,False
Norvegiana linguo,Norvega lingvo,False
Nov latin,Nov Latin,False
Nova kristano,Novkristano,False
Novembra revolto,Novembra ribelo,False
Novodevichy kuvento,Novodeviĉij monaĥejo,False
Nubala komputado,Nuba komputado,False
Nukleal armo,Nuklea armilo,False
Nukleo atomala,Atomkerno,False
Nuntempal epoko,Nuntempa epoko,False
Nuristana lingui,Nuristana lingvaro,False
Nutriva kateno,Manĝoĉeno,False
Nutrivala plusajo,Nutraĵa aldonaĵo,False
Oceaniana lingui,Oceania lingvaro,False
Ocidentala filozofio,Okcidenta filozofio,False
Ocitaniana linguo,Okcitana lingvo,False
Odin,Odino,False
Oktala nombrosistemo,Okuma nombrosistemo,False
Operaco binara,Duvalenta operacio,False
Optikal arto,Optika arto,False
Oranjea revoluciono,Oranĝa Revolucio,False
Ordinala nombro,Ordonombro,False
Orea aglo,Reĝa aglo,False
Orea lanofelo,Ora ŝaffelo,False
Oreatra shakalo,Ora ŝakalo,False
Oregon,Oregono,False
Organika kemio,Organika kemio,False
Origina mito,Origina mito,False
Ornamentala planto,Ornamplanto,False
Orta triangulo,Orta triangulo,False
Osetiana linguo,Oseta lingvo,False
Palestinana teritorii,Palestiniaj teritorioj,False
Palikir,Palikiro,False
Pankreatala kancero,Pankreata karcinomo,False
Paralela komputado,Paralela komputado,False
Parmana fromajo,Parmezano,False
Paskala ovo,Paska ovo,False
Patro nia,Patro nia,False
Pedofilala movado,Pedofilia movado,False
Pelagika zono,Pelaga zono,False
Penrose triangulo,Triangulo de Penrose,False
Peptida ligilo,Peptida ligilo,False
Periodala tabelo,Perioda tabelo,False
Persiana gulfo,Persa Golfo,False
Persiana linguo,Persa lingvo,False
Personal uniono,Persona unio,False
Personala komputero,Persona komputilo,False
Pidgin,Pidgin,False
Piemontana linguo,Piemonta lingvo,False
Pipro nigra,Nigra pipro,False
Pitagorala komo,Pitagora komao,False
Platon,Platono,False
Polala koordinati,Polusa koordinatsistemo,False
Polara cirklo,Polusa cirklo,False
Poligona nombro,Plurlatera nombro,False
Polineziana lingui,Polinezia lingvaro,False
Politikala dextro,Politika dekstro,False
Politikala korekteso,Politika ĝusteco,False
Politikala sinistro,Politika maldekstro,False
Politiko linguala,Lingvopolitiko,False
Polona linguo,Pola lingvo,False
Populi bantuo,Bantuoj,False
Populizita loko,Setlejo,False
Portebla komputero,Portebla komputilo,False
Portugalana linguo,Portugala lingvo,False
Portugalana literaturo,Literaturo de Portugalio,False
Poseidon,Posejdono,False
Potencial energio,Potenciala energio,False
Pozicionala nombrosistemo,Pozicia nombrosistemo,False
Pozitiva yuro,Pozitiva juro,False
Precoza metalo,Valormetalo,False
Predikatala logiko,Predikatkalkulo,False
Preso mezuro,Manometro,False
Prezidantala republiko,Prezidenta respubliko,False
Prima nombro,Primo,False
Primara partikulo,Elementa partiklo,False
Privata proprieto,Privata posedo,False
Privata yurocienco,Privata juro,False
Produktanta gramatiko,Genera gramatiko,False
Produktanta linguistiko,Generativa lingvistiko,False
Profunda lernado,Deep learning,False
Projektiva geometrio,Projekcia geometrio,False
Propozicionala logiko,Asertologiko,False
Protestanta reformo,Reformacio,False
Provencala linguo,Provenca lingvo,False
Publik administrado,Publika administrado,False
Publika domeno,Publika havaĵo,False
Publika extensajo,Publika spaco,False
Publika ordino,Publika ordo,False
Publika transporto,Publika transporto,False
Publika yurocienco,Publika juro,False
Punjabana linguo,Panĝaba lingvo,False
Pura matematiko,Pura matematiko,False
Puzlala videoludo,Puzla videoludo,False
Quadrata kilometro,Kvadrata kilometro,False
Quadrata milio,Kvadrata mejlo,False
Quadratala equaciono,Kvadrata ekvacio,False
Quadratala funciono,Kvadrata funkcio,False
Quadratala radiko,Kvadrata radiko,False
Quadrato latina,Latina kvadrato,False
Quantumala mekaniko,Kvantuma mekaniko,False
Quantumala nombro,Kvantuma nombro,False
Quaternara nombrosistemo,Kvaruma sistemo,False
Racionala nombro,Racionala nombro,False
Rangala relato,Parta ordo,False
Reala nombro,Reelo,False
Reala yurocienco,Reala rajto,False
Realistala politiko,Realecpolitiko,False
Reciproka komprenado,Reciproka komprenado,False
Reggaeton,Regetono,False
Regulala poligono,Regula plurlatero,False
Rejala socio,Reĝa Societo de Londono,False
Religiala netoleremeso,Religia maltoleremo,False
Renala feblesko,Misfunkciado de renoj,False
Respirala sistemo,Spira sistemo,False
Retorikala figuro,Parolfiguro,False
Retorikala questiono,Retorika demando,False
Reunion,Reunio,False
Revoluciono februarala,Februara revolucio,False
Revoluciono oktobrala,Oktobra Revolucio,False
Ribonukleik acido,RNA,False
Rikonocal exploro,Skoltado,False
Rinovigebla energio,Renoviĝanta energio,False
Ritmala gimnastiko,Ritma gimnastiko,False
Romana cifri,Romaj ciferoj,False
Romana mitologio,Romia mitologio,False
Romana monarkio,Roma monarkio,False
Romana republiko,Romia Respubliko,False
Romantik amo,Romantika amo,False
Romantika komedio,Romantika komedio,False
Ronda tablo,Ronda Tablo,False
Rozea triangulo,Rozkolora triangulo,False
Rumana linguo,Rumana lingvo,False
Rusa linguo,Rusa lingvo,False
Rusa republiko,Rusia Respubliko,False
Salvador,Salvadoro,False
